"","ACHILLEA MILLEFOLIUM","ALLIUM STELLATUM","AMBROSIA PSILOSTACHYA","AMORPHA CANESCENS","ANDROPOGON GERARDII","ANEMONE CYLINDRICA","ANTENNARIA NEGLECTA","ANTENNARIA PLANTAGINIFOLIA","ARTEMISIA CAMPESTRIS","ARTEMISIA FRIGIDA","ARTEMISIA LUDOVICIANA","ASTRAGALUS CRASSICARPUS","BOUTELOUA CURTIPENDULA","BOUTELOUA GRACILIS","CALAMOVILFA LONGIFOLIA","CAMPANULA ROTUNDIFOLIA","CAREX OBTUSATA","CASTILLEJA SESSILIFLORA","CERASTIUM ARVENSE","CHRYSOPSIS VILLOSA","CIRSIUM FLODMANII","COMANDRA UMBELLATA","DALEA CANDIDA","DALEA PURPUREA","ECHINACEA ANGUSTIFOLIA","ERIGERON STRIGOSUS","GAILLARDIA ARISTATA","GALIUM BOREALE","GEUM TRIFLORUM","HELIANTHUS PAUCIFLORUS","HEUCHERA RICHARDSONII","KOELERIA PYRAMIDATA","LIATRIS ASPERA","LIATRIS PUNCTATA","LINUM SULCATUM","LITHOSPERMUM CANESCENS","LOBELIA SPICATA","MONARDA FISTULOSA","MUHLENBERGIA CUSPIDATA","PEDIOMELUM ESCULENTUM","PENSTEMON GRACILIS","PHYSALIS VIRGINIANA","POLYGALA VERTICILLATA","PRUNUS PUMILA","ROSA ARKANSANA","SCHIZACHYRIUM SCOPARIUM","SOLIDAGO MISSOURIENSIS","SOLIDAGO NEMORALIS","SOLIDAGO PTARMICOIDES","SOLIDAGO RIGIDA","SORGHASTRUM NUTANS","SPOROBOLUS HETEROLEPIS","STIPA COMATA","STIPA SPARTEA","SYMPHORICARPOS OCCIDENTALIS","VIOLA PEDATIFIDA"
"LOBELIA SPICATA",0.119898935189145,0.0894034616022439,0.0827223869181106,0.195143639872387,0.0974621396660493,0.178011696314109,0.0362906558118547,0.259464327886531,0.0276626994191805,0.120453336268148,0.170986658918582,0.104835563556385,0.061289657940715,0.00904888128518021,0.0712821422658073,0.129836888554202,0.0990968833217595,0.128560980187391,0.072906389113161,0.127914457390058,0.0351712621046147,0.033793695970807,0.0332634711470249,0.0290927866374128,0.0596994727041597,0.118998913872084,0.0406733499847141,0.0288217608930772,0.0390144527194373,0.139745553199973,0.0472803959714486,0.041248955237595,0.114977317520322,0.0641568027975453,0.0754682417277214,0.0998943946644256,0,0.152866974505017,0.0721532146786099,0.0922249738103577,0.0374045008321947,0.0217530751266681,0.08769479536432,0.212248873296891,0.275819385788437,0.185701605579513,0.0648012826995023,0.023874159731006,0.0310034917582024,0.131813361054854,0.012583387942076,0.206097709376292,0.0349914438109541,0.00900019370933075,0.0799070751516529,0.0920613849369957
"MONARDA FISTULOSA",0.121102353430779,0.133959294992868,0.132736916569278,0.131257282715832,0.165765220720659,0.0892978304161543,0.183630098010183,0.113739153737269,0.130673266198824,0.077030863511772,0.13032395491319,0.0879380687798748,0.214128004693429,0.160056142695107,0.224129891433119,0.231170169832602,0.0585948265492065,0.0891206137892359,0.181538166289141,0.0868390471950322,0.184264391942842,0.142058967922829,0.120636800629805,0.158037550280434,0.207819411000151,0.0360633507512585,0.159749166570521,0.18158108524463,0.190803589534205,0.0289386453254958,0.107780267980309,0.118617223320688,0.13866485745953,0.201633216344677,0.114668762840691,0.0636009722919264,0.152866974505017,0,0.151467937293734,0.230370766012545,0.143366226971855,0.167629645767644,0.146353475078367,0.116816512471732,0.16746696776352,0.0603802645566517,0.217189317916667,0.147231941858736,0.13059286011009,0.125579687526875,0.145966084835302,0.250425931606126,0.166678561833884,0.160200559830912,0.186837131772031,0.135227291567828
"MUHLENBERGIA CUSPIDATA",0.0616726565105944,0.149834529416068,0.0228518058985915,0.14028846291347,0.165619014143129,0.136976284244496,0.1027178911914,0.236608303178109,0.0547205413569276,0.086619657378368,0.112644629921326,0.0696068103492897,0.104449713201428,0.0690272674060375,0.11239513007478,0.201837254799034,0.0940043791268056,0.0862451161466109,0.144982319270785,0.0869126290733573,0.0717238758078203,0.10053587739811,0.0783335664680758,0.0458250685039221,0.120483021819757,0.116092885295843,0.112208298405683,0.0819479767490337,0.0818337015708714,0.127433208652221,0.0639604521476802,0.0526032663334981,0.0488320597694851,0.132447653316413,0.0368760113901502,0.0878886542625266,0.0721532146786099,0.151467937293734,0,0.157324999031557,0.104638058078672,0.0621369070047182,0.0178177481140271,0.166657303984884,0.228478263157944,0.159547069632577,0.102274335903162,0.0483365416592848,0.0897977557599407,0.0716736475551103,0.0605238471097424,0.275726539558649,0.107121290812385,0.0793669219654835,0.152020928181463,0.0281269911639278
"PEDIOMELUM ESCULENTUM",0.211373513878384,0.11449393075347,0.172584582181347,0.287360706806219,0.0937517914174468,0.269087348534671,0.0562369871338041,0.342558465965934,0.119689395773128,0.21164260340432,0.262905675195287,0.19664833714039,0.0635490344410211,0.0910384052484881,0.0628501481910828,0.0669205507517592,0.184636883185062,0.220525573593089,0.0563887982396672,0.219778331916599,0.0872754353105877,0.0887636933662113,0.11499235277676,0.111947598646723,0.0373498257408945,0.201061018425564,0.070647277507653,0.0754140797927177,0.0777298626843301,0.223825623386421,0.136147702367593,0.132852312926679,0.204350994222916,0.0294159238578203,0.167526710021358,0.187615844081037,0.0922249738103577,0.230370766012545,0.157324999031557,0,0.0870977718499082,0.0952881081801118,0.174702532484874,0.303711462594563,0.367171407286517,0.272565118194259,0.0703808437902346,0.113410462960736,0.10172897176524,0.223136380596473,0.104502428513911,0.165422897705085,0.0649684066761233,0.0832606364250665,0.055247184554742,0.181500902221028
"PENSTEMON GRACILIS",0.14203085944741,0.0525868637242674,0.109982157977185,0.211196291071812,0.061202835760532,0.187222767820881,0.0454488660169984,0.255513806814366,0.0508718356181711,0.131136221093005,0.190073181562459,0.11852446614068,0.0836536554168829,0.0454688046395152,0.092647964216541,0.104562497099872,0.099169711150556,0.142311984906433,0.0460791300974086,0.141107122697676,0.068467157024386,0.0041071445063498,0.0332125833143792,0.065802541337568,0.0673873346728442,0.1142503106976,0.0164873482414787,0.056650883623246,0.0683137245949762,0.137274987025547,0.0565994012673817,0.059262253980773,0.141445564512585,0.0582790527619239,0.0972620393873664,0.10341647307812,0.0374045008321947,0.143366226971855,0.104638058078672,0.0870977718499082,0,0.058466070691457,0.117946871405848,0.222320893734427,0.285034831656663,0.186646866143774,0.0895400087143715,0.0578265610187899,0.0179508919195165,0.154004232380291,0.0455178895194724,0.171106659185531,0.0242512983341282,0.0361715369206327,0.0530739688092272,0.11942780961077
"PHYSALIS VIRGINIANA",0.117636946095939,0.110867816604037,0.0778842882973107,0.195461779997248,0.116903710446747,0.182939916535504,0.0408785330003776,0.270482023225815,0.0370424407374041,0.126053516515749,0.169624910348883,0.10926629400596,0.0494913726240401,0.013026248991171,0.0591822207932071,0.14219184277897,0.111268575273351,0.131949020657614,0.088264277166583,0.131682955021632,0.0166615402685422,0.0550917451617962,0.0522276172228299,0.0167791609964772,0.0588487914049949,0.132551028819753,0.058655027425926,0.0203460893635606,0.0246216542689583,0.151700839601205,0.0598679915976488,0.0500261119759623,0.109240408762582,0.0705548554905541,0.0761087861188042,0.110365674000942,0.0217530751266681,0.167629645767644,0.0621369070047182,0.0952881081801118,0.058466070691457,0,0.079417087350439,0.216123132100046,0.279553568493617,0.195069019524778,0.0507259108957188,0.0221486268280569,0.0525494095269493,0.129096267315003,0.022146016006997,0.223861372960008,0.050232175564532,0.0230406687090282,0.094863162414455,0.0865302059655234
"POLYGALA VERTICILLATA",0.0453914147858945,0.160201320482726,0.0139682245923044,0.123334249671239,0.178229029688775,0.122696274645303,0.119659620205038,0.224854302902975,0.067123382226315,0.0761671502033243,0.0953832012621734,0.0603124913751959,0.122254707794682,0.085435509714002,0.130140430209989,0.217510565011017,0.0912099063006706,0.0733181607105139,0.15999275851867,0.0743271639093222,0.0895019189933313,0.113847004439002,0.0891404614752244,0.0628477029270714,0.138020138655015,0.112213188161419,0.126880276307501,0.0994309610578944,0.0996140270957026,0.120516024812885,0.0713289608002348,0.0618159904014627,0.0310972895838084,0.149343886276479,0.0340668075529561,0.0837635857321477,0.08769479536432,0.146353475078367,0.0178177481140271,0.174702532484874,0.117946871405848,0.079417087350439,0,0.151046568599281,0.212183776873795,0.148184689068178,0.119996108938835,0.0638663543720048,0.101999270910148,0.0546159724105321,0.075557855186029,0.288460591682794,0.12263330440376,0.0954055797962967,0.167098795720222,0.0128662903466043
"PRUNUS PUMILA",0.105703777321455,0.234630915760428,0.14423695562971,0.0385488444275576,0.264676420190849,0.0351330147534286,0.248495514596896,0.0976925750357633,0.1845910435795,0.0920791630280004,0.0636566561993197,0.107475009197758,0.265041331760617,0.215388231648928,0.274234404293134,0.324443513225377,0.125501200356776,0.0841897549728318,0.26769542827812,0.0845659167912878,0.230835093607858,0.21932291573636,0.190240890880172,0.200473233172212,0.271742493723943,0.119445868173196,0.237777539996831,0.235677233501929,0.240315872331785,0.0984661674954258,0.167858268909351,0.171077128570727,0.123147269466549,0.274634165659948,0.140196613496743,0.119487258241048,0.212248873296891,0.116816512471732,0.166657303984884,0.303711462594563,0.222320893734427,0.216123132100046,0.151046568599281,0,0.0635817960568352,0.0586361913999139,0.264744198465957,0.194428188271764,0.204961781553839,0.0980168163874857,0.200664912729382,0.361545092547361,0.240030655860604,0.221228384302084,0.274329000412599,0.138820021005829
"ROSA ARKANSANA",0.166892312541161,0.294000545622116,0.206459097716387,0.0902821997484961,0.324772671329603,0.0981253908240827,0.312055642922728,0.0975731920562289,0.248164433454011,0.155538873935503,0.119005007023803,0.171056696435311,0.328313681274802,0.278961880918122,0.337416151699373,0.386078207370925,0.186980856348274,0.147698653178141,0.3300319824043,0.148124264262501,0.294095834048266,0.28215269148301,0.253317386990759,0.263775812782211,0.335324271110578,0.178004399181736,0.300697365659842,0.299187114735813,0.303653437817722,0.155371970653619,0.231172557112068,0.234630993457041,0.182838439882932,0.338036029475485,0.203519835958325,0.181724458820966,0.275819385788437,0.16746696776352,0.228478263157944,0.367171407286517,0.285034831656663,0.279553568493617,0.212183776873795,0.0635817960568352,0,0.107434522833559,0.327831352007634,0.257932842101985,0.267874987754637,0.157906717606592,0.264246576879721,0.41735710782822,0.303275824735949,0.28479560979801,0.336544552020237,0.200399501276215
"SCHIZACHYRIUM SCOPARIUM",0.108657420375492,0.188464642925876,0.137115894813726,0.0825244886443943,0.219814909001261,0.0412834594201918,0.220470562262695,0.0771073581205727,0.159314148620682,0.0729747256365297,0.092665789913128,0.0902703394394318,0.244368982891841,0.190946119092417,0.254188889985461,0.283176211126515,0.0879361780575378,0.0753938292716148,0.229472331065041,0.0740965068613092,0.211293510399569,0.184373997567821,0.157767749706101,0.181695933252341,0.244748259488255,0.0736218176677148,0.202987617545461,0.212582421865309,0.219636983630179,0.0501813259444157,0.138490413345065,0.145603982686891,0.128565796451776,0.243162599769109,0.125250007161237,0.0858351513229789,0.185701605579513,0.0603802645566517,0.159547069632577,0.272565118194259,0.186646866143774,0.195069019524778,0.148184689068178,0.0586361913999139,0.107434522833559,0,0.245737279366378,0.172990930683242,0.170889046658129,0.107101044206419,0.175878291592443,0.309936137090011,0.207597429093834,0.194228705983449,0.235529801240899,0.135376530102144
"SOLIDAGO MISSOURIENSIS",0.1628163753138,0.138850810470322,0.122390345162777,0.241605895900343,0.133248306417198,0.232298342681574,0.0460591499865051,0.321202134989187,0.0874029109132646,0.176021394765888,0.214548323796615,0.15894645395875,0.00770896714837579,0.0571527814772505,0.0102549393083835,0.133450562895927,0.161710880605535,0.180906008273363,0.0952029407783344,0.180835905777233,0.0344876348600116,0.0879338057104141,0.098000822235052,0.0646764703038224,0.0381201718885124,0.182623416393461,0.080041959764198,0.0360466354000614,0.0264668203879415,0.202261095478922,0.10989940722951,0.10067959743266,0.151085540681419,0.0606756052837325,0.124683578733824,0.161062089906268,0.0648012826995023,0.217189317916667,0.102274335903162,0.0703808437902346,0.0895400087143715,0.0507259108957188,0.119996108938835,0.264744198465957,0.327831352007634,0.245737279366378,0,0.0727469443911934,0.0926522628008912,0.173521719577984,0.0713888285861991,0.227699417632064,0.0686439308691607,0.0587474450902516,0.099429314685805,0.129803439157071
"SOLIDAGO NEMORALIS",0.0979798370492499,0.10700573683476,0.0595550304669253,0.174826667144588,0.11899543212782,0.161017397694191,0.0572751573413707,0.248587006406898,0.0173728442532885,0.103982792897429,0.149671026383334,0.0873081528413544,0.0716358356607558,0.0223939170823125,0.0813266736139541,0.153705043881159,0.0900187885658495,0.110241760980052,0.0966466046479345,0.109894646548941,0.0383417176120047,0.0538103086563471,0.039090566145048,0.0117145916055568,0.0784394525947852,0.111724029766939,0.0639799146300235,0.0412545601103346,0.0467701310181447,0.130187466647053,0.0398362873579559,0.0286939525385598,0.0917111434779156,0.086496207193435,0.0549067777263272,0.0886150662341048,0.023874159731006,0.147231941858736,0.0483365416592848,0.113410462960736,0.0578265610187899,0.0221486268280569,0.0638663543720048,0.194428188271764,0.257932842101985,0.172990930683242,0.0727469443911934,0,0.0456238773337475,0.109725929211789,0.0124248449082662,0.228560617560591,0.0588645380042045,0.0316320339457225,0.10368498009735,0.0687504916435166
"SOLIDAGO PTARMICOIDES",0.124287664175985,0.0613973386501206,0.0932508088564748,0.193302704041479,0.0762303306083212,0.169911038514319,0.053359422634426,0.241296272304216,0.0351225964603177,0.113491773304825,0.172126575102018,0.10063309936078,0.0878672777358614,0.040050105367885,0.0975348975775571,0.122511615683891,0.0830153100390773,0.124462777485051,0.0640107128218645,0.123289197940707,0.0659111714980866,0.0144791488730662,0.0152622169516951,0.0554820957776639,0.0773100010452451,0.0995826304649104,0.032825076376862,0.0571426421537115,0.0684116338904412,0.122145206100661,0.0386494426951052,0.0418620191620104,0.124309134218778,0.0723734545647192,0.079695368094801,0.0865935186715201,0.0310034917582024,0.13059286011009,0.0897977557599407,0.10172897176524,0.0179508919195165,0.0525494095269493,0.101999270910148,0.204961781553839,0.267874987754637,0.170889046658129,0.0926522628008912,0.0456238773337475,0,0.136238576213409,0.034385416787873,0.18646164587552,0.0368018332201349,0.0342741186549903,0.0710210959305545,0.102630883824356
"SOLIDAGO RIGIDA",0.012020443963353,0.185245527589529,0.051435805546692,0.0687187123636496,0.209349911549136,0.0736903893914894,0.166966960059191,0.180306271842296,0.105901797892784,0.0491275927101986,0.0410308198968308,0.0454149914086234,0.17515256980939,0.132104796024783,0.183524994012345,0.258118763922857,0.0862228370667587,0.036589852269688,0.199445058574625,0.0388137390750706,0.141457303163251,0.15017338358832,0.121207385666968,0.112384931313848,0.187726655945158,0.0995890295922998,0.1664443114506,0.149438160479726,0.151477802940163,0.0966803202886809,0.0983216354569408,0.0949960203391929,0.0251411959542362,0.195870667818682,0.0571000588985856,0.0766105999993085,0.131813361054854,0.125579687526875,0.0716736475551103,0.223136380596473,0.154004232380291,0.129096267315003,0.0546159724105321,0.0980168163874857,0.157906717606592,0.107101044206419,0.173521719577984,0.109725929211789,0.136238576213409,0,0.119249537457688,0.317440860657524,0.164966862282272,0.140514197440533,0.206580536484883,0.0437370107272201
"SORGHASTRUM NUTANS",0.107345888002018,0.0954709564920601,0.0702046534672059,0.182882857657313,0.10663544108036,0.166656756540248,0.0483480986231271,0.250457613878169,0.0165832528623411,0.10916878915645,0.158525658803144,0.0931899035329641,0.0689849302414436,0.0150889513570016,0.0789514417059537,0.141985657520501,0.0904503176942683,0.1167455562643,0.084541251275124,0.116181511895623,0.038500319117013,0.0415359567611548,0.0307168814523333,0.0210995790084998,0.0710814813515338,0.111235614488902,0.0516866546944615,0.0367437351675319,0.04492848534206,0.131087656515877,0.0385221374604411,0.0303737253153264,0.102462773160341,0.0766632921801838,0.063045014911769,0.0903670970490654,0.012583387942076,0.145966084835302,0.0605238471097424,0.104502428513911,0.0455178895194724,0.022146016006997,0.075557855186029,0.200664912729382,0.264246576879721,0.175878291592443,0.0713888285861991,0.0124248449082662,0.034385416787873,0.119249537457688,0,0.216139282405435,0.0471241941668651,0.0213150859902461,0.0916167173602972,0.0795704561389565
"SPOROBOLUS HETEROLEPIS",0.306033026009517,0.132298071951765,0.279302610383702,0.362663679365768,0.110235714467203,0.328282744842368,0.189013731301331,0.354624981001623,0.221456598437968,0.281994308466708,0.347632432368281,0.275154347482291,0.219999975161221,0.212174344464249,0.223253757949467,0.0990733628221954,0.2408027730128,0.296114077616059,0.136454551530933,0.294258115050573,0.226926531104642,0.17520345262575,0.199776791048982,0.235174010654317,0.189618455579197,0.242291997045005,0.165627996178461,0.212158841017596,0.221262824525393,0.263249019744066,0.220652781136512,0.227478997953835,0.309341950232781,0.167042756876612,0.263819769895343,0.24917199136321,0.206097709376292,0.250425931606126,0.275726539558649,0.165422897705085,0.171106659185531,0.223861372960008,0.288460591682794,0.361545092547361,0.41735710782822,0.309936137090011,0.227699417632064,0.228560617560591,0.18646164587552,0.317440860657524,0.216139282405435,0,0.173677199272479,0.201263750357913,0.130578480157966,0.288543489674079
"STIPA COMATA",0.152963152700678,0.0702101064904311,0.117127865623276,0.225994938540271,0.0684672250703955,0.205158263419558,0.0227536707988049,0.278004944192455,0.059070550872476,0.148043920776529,0.203104632489405,0.133904359897165,0.0620576517314635,0.039165464920556,0.0703774424683787,0.094877619411382,0.119672877068109,0.157903902803291,0.0383181759580762,0.156957254684813,0.0546325934544266,0.024741643364782,0.0501985106686848,0.0628900517873255,0.0431971990534708,0.136332883639874,0.0113992039231607,0.0404683364430549,0.0513830070083411,0.158946814516124,0.0721903850013329,0.0708814470899615,0.149356590710921,0.0355810637602412,0.107962784406291,0.122817335664699,0.0349914438109541,0.166678561833884,0.107121290812385,0.0649684066761233,0.0242512983341282,0.050232175564532,0.12263330440376,0.240030655860604,0.303275824735949,0.207597429093834,0.0686439308691607,0.0588645380042045,0.0368018332201349,0.164966862282272,0.0471241941668651,0.173677199272479,0,0.0282405118149548,0.0451674494062732,0.126547110993871
"STIPA SPARTEA",0.128629057270067,0.0887571280852633,0.0910329620901018,0.20410022645717,0.0938693587970578,0.18696030409998,0.0272919804986574,0.267650553088565,0.0366538079014662,0.129398780542532,0.179839464731847,0.113827433826076,0.0545312047991145,0.0109636454395944,0.0644294308766035,0.122493789696755,0.107287745717463,0.137560389668433,0.0665552877257791,0.136910538574452,0.032567829715635,0.0331734327054114,0.0397446360653797,0.0346542405885206,0.0508399833519684,0.126788385855584,0.0357447339497313,0.0229111201665415,0.0341471782031131,0.147869723138839,0.0557384407190061,0.0501922421849788,0.123253207222159,0.0553634905274138,0.0843463522477039,0.1083945239693,0.00900019370933075,0.160200559830912,0.0793669219654835,0.0832606364250665,0.0361715369206327,0.0230406687090282,0.0954055797962967,0.221228384302084,0.28479560979801,0.194228705983449,0.0587474450902516,0.0316320339457225,0.0342741186549903,0.140514197440533,0.0213150859902461,0.201263750357913,0.0282405118149548,0,0.0734002651657682,0.100302066242824
"SYMPHORICARPOS OCCIDENTALIS",0.194572642383169,0.0607422750677923,0.160698220597186,0.264211223429678,0.038784999953169,0.239196062995057,0.0584372055206461,0.300525674112115,0.101536558448244,0.183795007749981,0.243106099087278,0.171550101508265,0.0917743571487847,0.0842983179348065,0.0968335672846776,0.0515700339390991,0.149674619571817,0.19527471986938,0.00716070162688035,0.194024555416632,0.0964704059214029,0.0566693847330171,0.0862830542830834,0.108054043459244,0.0625782823172083,0.162010882931357,0.0404458806051763,0.0816822560708493,0.0906977453783277,0.185446035990906,0.109670178530575,0.111586430754252,0.192711693825583,0.0402739040515322,0.149572345950443,0.154904874167222,0.0799070751516529,0.186837131772031,0.152020928181463,0.055247184554742,0.0530739688092272,0.094863162414455,0.167098795720222,0.274329000412599,0.336544552020237,0.235529801240899,0.099429314685805,0.10368498009735,0.0710210959305545,0.206580536484883,0.0916167173602972,0.130578480157966,0.0451674494062732,0.0734002651657682,0,0.170173293561036
"VIOLA PEDATIFIDA",0.033548013647514,0.158572197127845,0.00947913347375762,0.112211125311409,0.178543417543013,0.109992452560332,0.125746324973901,0.212002403435467,0.0688036877298143,0.063614319315463,0.0847669008831302,0.0482192564085188,0.131552332216429,0.090988078553157,0.139829353781376,0.221181306693981,0.0815651887566654,0.0604521026543106,0.163020799258705,0.0614699784880528,0.0980776168869182,0.115379282842486,0.0887828763502773,0.069752361007457,0.145377635066889,0.101808323860976,0.129736277022213,0.106832055873325,0.108151070278594,0.108811248837045,0.0687585664732958,0.0610783683384434,0.022960878664739,0.155187163503378,0.0271540138912805,0.0735517142555805,0.0920613849369957,0.135227291567828,0.0281269911639278,0.181500902221028,0.11942780961077,0.0865302059655234,0.0128662903466043,0.138820021005829,0.200399501276215,0.135376530102144,0.129803439157071,0.0687504916435166,0.102630883824356,0.0437370107272201,0.0795704561389565,0.288543489674079,0.126547110993871,0.100302066242824,0.170173293561036,0
